Delivery_Time
13
NULL
5
17
16
22
12
40
14
12
6
12
7
33
10
8
NULL
14
2
3
15
16
7
7
13
3
30
31
15
20
10
6
16
10
11
6
13
4
23
8
12
7
23
13
10
10
30
12
13
6
14
6
11
NULL
10
3
3
35
11
12
6
13
16
7
9
16
15
7
10
14
21
4
12
11
14
15
NULL
26
16
12
4
6
10
4
8
20
15
4
NULL
32
8
22
7
6
14
13
11
NULL
5
15
16
29
12
14
11
26
10
9
12
5
7
10
10
16
9
5
21
11
11
8
7
12
13
11
14
15
7
15
5
14
7
4
12
21
14
38
7
15
9
17
6
24
7
NULL
11
10
6
11
13
23
8
21
6
9
9
16
16
8
6
25
6
3
7
7
NULL
8
8
8
14
7
4
16
22
7
11
22
7
4
8
5
5
8
21
4
5
13
7
NULL
9
8
11
12
3
10
14
6
8
4
28
13
3
4
7
11
18
12
4
8
10
9
8
11
4
NULL
9
14
8
6
11
8
8
10
NULL
13
12
11
8
20
32
12
13
5
14
3
7
11
54
4
16
19
10
31
12
8
12
26
16
7
12
39
19
3
13
14
8
6
4
4
3
6
7
14
7
22
4
6
10
6
4
8
13
38
8
3
10
10
7
22
4
20
21
15
5
17
21
21
31
5
11
2
16
6
15
41
41
13
7
11
24
1
15
5
12
18
11
10
11
28
9
19
16
11
8
7
5
21
10
7
19
6
14
20
4
8
11
3
22
17
6
2
6
10
NULL
3
16
12
10
5
17
18
16
10
15
16
15
34
NULL
12
7
20
13
4
23
11
6
6
8
41
16
13
19
5
13
23
NULL
10
28
10
7
14
NULL
19
13
10
4
9
22
15
4
8
14
12
4
12
9
12
8
9
13
11
28
13
22
7
13
11
7
4
4
7
12
5
5
10
13
7
3
19
6
4
17
36
11
12
9
11
5
6
3
49
25
57
15
9
8
10
6
13
NULL
13
11
10
6
37
6
7
4
6
17
13
3
8
9
4
10
18
10
9
4
15
17
28
9
10
11
10
16
11
7
20
24
43
6
18
41
7
7
6
83
22
19
6
9
18
5
4
25
13
11
10
7
12
16
19
7
4
2
14
2
8
11
7
4
15
7
5
5
10
12
5
19
4
22
14
7
9
13
12
16
4
7
13
5
12
11
10
5
22
9
17
8
7
11
9
11
18
6
18
9
8
38
6
22
10
13
14
4
5
17
16
4
7
21
8
5
10
29
27
8
82
17
21
12
18
10
6
10
6
22
13
16
8
3
18
10
11
12
2
13
18
NULL
7
4
15
13
14
24
5
3
12
NULL
20
NULL
7
8
10
11
7
11
1
6
6
6
10
8
6
8
17
9
16
35
32
6
11
19
2
13
22
17
9
3
4
7
16
5
11
10
15
14
4
14
4
NULL
2
14
3
15
3
NULL
4
9
8
13
15
16
5
10
5
5
25
19
18
17
6
20
2
12
7
21
11
18
20
6
11
29
12
16
6
17
12
11
32
16
12
11
8
31
6
8
12
16
10
10
10
4
17
8
9
5
3
10
25
7
11
3
24
14
18
2
9
5
1
21
12
25
11
10
12
6
3
13
1
22
9
19
19
8
5
9
8
2
30
7
23
22
24
6
21
16
8
2
4
5
8
24
16
5
6
8
4
6
8
NULL
6
13
19
8
10
7
3
13
14
7
15
2
5
5
8
6
7
16
7
11
9
6
17
9
8
12
15
11
8
11
15
10
7
11
7
13
12
17
12
14
14
NULL
19
21
2
16
17
4
10
22
32
8
19
5
1
37
20
4
17
14
6
6
10
3
26
6
22
6
7
8
11
1
7
11
7
2
8
7
NULL
16
2
7
12
11
NULL
20
19
5
16
12
44
4
5
8
10
3
18
7
9
26
NULL
8
5
7
13
13
2
15
21
8
NULL
10
8
8
8
13
6
8
6
2
9
14
11
8
14
23
20
16
12
10
9
8
24
17
8
7
21
19
5
12
4
13
9
16
29
6
4
16
22
4
17
39
9
2
6
7
4
9
7
27
2
26
19
27
27
7
11
13
9
7
16
15
27
18
9
16
15
14
7
5
5
38
8
26
19
5
7
6
55
7
3
NULL
NULL
16
12
19
NULL
24
NULL
22
7
9
13
13
25
NULL
17
4
5
1
9
21
17
2
30
NULL
10
3
22
19
12
8
2
21
NULL
9
13
10
10
7
36
6
19
10
8
NULL
12
9
9
7
17
10
9
26
21
5
3
NULL
NULL
8
10
21
4
28
13
7
10
34
3
6
22
13
6
9
7
30
7
6
13
17
8
12
11
12
4
6
9
6
6
8
7
9
7
43
7
12
5
